type,,f,r,r,r,r,f
source,,f3 (t-1),r1 (t-1),r2 (t-1),r3 (t-1),r4 (t-1),p
dataset,value,,,,,,
trn,1995-09-21,0.1795372904085708,0.1,0.1,0.1,0.1,0.20376559514670534
trn,1993-10-26,0.37704833538357385,0.1,0.1,0.1,0.1,0.42157614572224644
trn,1993-07-25,0.5620558910463535,0.22129568697262458,0.1,0.15954583420518295,0.1,0.44672433714514026
trn,1996-12-10,0.5372131392646032,0.1,0.1,0.3855717887631692,0.1,0.5248226497331903
trn,1993-09-30,0.35473170468003146,0.27153800557404717,0.18122769321068954,0.4812793742373649,0.22455983106584368,0.4068422739285217
trn,1993-03-11,0.3696173353109793,0.1,0.1,0.2190916684103659,0.2392621247645583,0.4084148308701986
trn,1996-12-23,0.5720994373186582,0.1,0.1,0.1,0.1,0.5964822225730037
trn,1994-02-17,0.4492852390814186,0.3712254014483243,0.34368307963206857,0.33062002421270154,0.18807710121010887,0.5119638427445814
trn,1995-04-26,0.3959065255937535,0.1,0.1,0.1,0.1,0.42270418533147347
trn,1996-02-08,0.3264236417853211,0.1,0.18122769321068954,0.1,0.1,0.37640856737142425
trn,1996-10-12,0.2775577298623393,0.1,0.1,0.1,0.1,0.2544834324921679
trn,1993-01-15,0.7397840035680082,0.3269234515724702,0.21487330537883811,0.28830046126314024,0.3491196621316873,0.8164628319356566
trn,1995-01-27,0.6381343530259148,0.5201805851511122,0.7132556352996718,0.39171382022212675,0.3714718580202554,0.715576578297876
trn,1995-01-13,0.6024939776260732,0.1,0.1,0.1,0.22455983106584368,0.6017684317843668
trn,1994-05-13,0.3468437671660214,0.1,0.1,0.1,0.1,0.36392272725275077
trn,1996-09-05,0.2317605580751411,0.24855627054164153,0.34368307963206857,0.3490980961305101,0.1,0.2503109280188639
trn,1995-03-20,0.6320257856488509,0.1,0.1,0.33062002421270154,0.1,0.5935937543856541
trn,1993-08-01,0.3284542613131781,0.44307601114809436,0.1,0.5038594967000185,0.1,0.3184968660202872
trn,1995-02-10,0.5956434926837348,0.1,0.1,0.1,0.16227991553292184,0.6510428781738655
trn,1994-08-03,0.22919942231752768,0.1,0.1,0.1,0.18807710121010887,0.242564268855628
trn,1993-07-16,0.28588149645527383,0.5538469031449405,0.26245538642137906,0.4261459659964141,0.1,0.38021498218107275
trn,1993-12-24,0.6936655368217635,0.38446360088750386,0.35686451962717425,0.5293911169341293,0.4577708763999664,0.6984662705034658
trn,1996-08-15,0.21588941347640483,0.1,0.1,0.1,0.1,0.2174168284937404
trn,1995-04-20,0.3650861278666514,0.1,0.21487330537883811,0.3792947191878232,0.33303010600141414,0.3978455180490388
trn,1993-12-22,0.6527246151684271,0.22129568697262458,0.1,0.1842105263157895,0.1,0.6935664381949309
trn,1994-06-05,0.3405366563993703,0.34259137394524913,0.3297466107576762,0.30627282044489923,0.16227991553292184,0.39021212321098275
trn,1995-04-29,0.328566427957537,0.1,0.1,0.1,0.1,0.37357902690034095
